	sideefects
233	, lymphogranuloma venereum
234	, adductor vocal cord weakness
235	, metastases to pituitary gland
236	, dilutional coagulopathy
237	, glossectomy
238	, uv light therapy
239	, iris coloboma
240	, urticaria
241	, alpha-1 anti-trypsin
242	, oncocytoma
243	, jejunal ulcer
244	, testicular microlithiasis
245	, spinal cord injury
246	, base excess negative
247	, impulsive behaviour
248	, duodenal polyp
249	, risus sardonicus
250	, jaw operation
251	, total lung capacity
252	, sudden onset of sleep
253	, suspiciousness
254	, ectopic ureter
255	, fontanelle depressed
256	, macular detachment
257	, enanthema
258	, aqueous fibrin
259	, anal pap smear
260	, flat affect
261	, bleeding time
262	, pseudobulbar palsy
263	, stenotrophomonas infection
264	, onychogryphosis
265	, appendix adenoma
266	, adenopathy syphilitic
267	, aphonia
268	, swollen tear duct
269	, ovarian failure
270	, product caught fire
271	, cyanosis
272	, monarthritis
273	, human bite
274	, paradoxical pain
275	, nasal sinus cancer
276	, haemorrhoid operation
277	, breath holding
278	, poems syndrome
279	, auscultation
280	, gallbladder fistula
281	, sinus arrest
282	, symmetrical drug-related intertriginous and flexural exanthema
283	, phobia of flying
284	, acquired claw toe
285	, pleurothotonus
286	, laryngeal mask airway insertion
287	, diffuse axonal injury
288	, deafness permanent
289	, tooth development disorder
290	, genitals enlarged
291	, pseudofracture
292	, gallbladder non-functioning
293	, penile wart
294	, eosinophilia
295	, hair plucking
296	, reaction to food additive
297	, coccygectomy
298	, syphilis test positive
299	, calculus urethral
300	, kidney duplex
301	, otitis externa
302	, palatal dysplasia
303	, csf hiv escape syndrome
304	, dysplastic naevus
305	, pneumocephalus
306	, viraemia
307	, narcotic intoxication
308	, overconfidence
309	, emergency care
310	, pyloromyotomy
311	, cervical bulla
312	, epididymitis
313	, toxoplasmosis
314	, renal failure neonatal
315	, suggestibility
316	, brugada syndrome
317	, cyclitic membrane
318	, splenic candidiasis
319	, amblyopia strabismic
320	, sudden unexplained death in epilepsy
321	, asthma prophylaxis
322	, sputum test
323	, psychiatric symptom
324	, pachymeningitis
325	, choroidal rupture
326	, weaning failure
327	, epiphysitis
328	, anal fissure excision
329	, device loosening
330	, serum ferritin
331	, donor leukocyte infusion
332	, colitis microscopic
333	, barbiturates
334	, gingival atrophy
335	, stress
336	, adult polyglucosan body disease
337	, biliary ischaemia
338	, face and mouth x-ray
339	, platelet count
340	, pallidotomy
341	, oesophagoscopy
342	, epilepsy
343	, tissue injury
344	, bone graft removal
345	, alpha 1 microglobulin
346	, hypoglycaemia unawareness
347	, cholecystocholangitis
348	, yawning
349	, blood homocysteine
350	, ear piercing
351	, reticulocyte haemoglobin equivalent
352	, mycosis fungoides
353	, thymus abscess
354	, glossoptosis
355	, locked-in syndrome
356	, insomnia
357	, eye rolling
358	, vascular encephalopathy
359	, psychotic symptom
360	, primary biliary cholangitis
361	, paraphilia
362	, fear of pregnancy
363	, urine phosphorus abnormal
364	, depressive symptom
365	, right aortic arch
366	, bankruptcy
367	, death neonatal
368	, gas poisoning
369	, neurogenic shock
370	, physical disability
371	, colonic lavage
372	, terminal dribbling
373	, violence-related symptom
374	, alveolar capillary dysplasia
375	, desquamation mouth
376	, meibomianitis
377	, bite
378	, arthritis helminthic
379	, difficulty in walking
380	, intranasal numbness
381	, qrs axis abnormal
382	, swollen joint count
383	, rosai-dorfman syndrome
384	, oculomucocutaneous syndrome
385	, anti factor v antibody
386	, oesophageal stent removal
387	, food hoarding
388	, decompression sickness
389	, thymus disorder
390	, jamais vu
391	, oral discharge
392	, conjunctival haemorrhage
393	, x-ray dental
394	, dellen
395	, post-traumatic osteoporosis
396	, tinea manuum
397	, dyslogia
398	, lordosis
399	, radiculitis
400	, knuckle pads
401	, plasma cell leukaemia
402	, bromhidrosis
403	, gingivitis ulcerative
404	, osteopenia
405	, candida retinitis
406	, laser brain ablation
407	, sensation of heaviness
408	, idiopathic partial epilepsy
409	, limb injury
410	, adulterated product
411	, hepatitis infectious mononucleosis
412	, device used for unapproved schedule
413	, product sterility lacking
414	, peripheral swelling
415	, artificial heart device user
416	, malacoplakia
417	, gastrostomy tube insertion
418	, refractory cancer
419	, immune-mediated necrotising myopathy
420	, stertor
421	, cataract subcapsular
422	, adjusted calcium
423	, chrysiasis
424	, scleral buckling surgery
425	, hepatic cancer
426	, testotoxicosis
427	, illogical thinking
428	, exsanguination
429	, ovarian rupture
430	, product dropper issue
431	, vulval polyp
432	, fear of disease
433	, gout
434	, ovulation delayed
435	, surgery
436	, ketosis
437	, dysentery
438	, abasia
439	, subconjunctival injection procedure
440	, sweat gland tumour
441	, double ureter
442	, drug dependence
443	, alkalosis
444	, exostosis of jaw
445	, blighted ovum
446	, hyperaemia
447	, neurocryptococcosis
448	, pain in jaw
449	, osteitis
450	, broncholithiasis
451	, epididymitis tuberculous
452	, amygdalotomy
453	, desmoplastic small round cell tumour
454	, trigemino-cardiac reflex
455	, phobia of driving
456	, nasal odour
457	, hepatomegaly
458	, abnormal palmar/plantar creases
459	, migraine with aura
460	, gender identity disorder
461	, papillary cystadenoma lymphomatosum
462	, paedophilia
463	, hypertensive crisis
464	, eczema herpeticum
465	, blood test
466	, hyperamylasaemia
467	, hypertrophy
468	, drooping shoulder syndrome
469	, heart rate
470	, transaminases
471	, toothache
472	, gammopathy
473	, fibrous dysplasia of bone
474	, ear pain
475	, cerebral lobotomy
476	, prostatomegaly
477	, solar urticaria
478	, carcinoid tumour of the appendix
479	, hepcidin test
480	, exposure to lead
481	, musculoskeletal cancer
482	, nongerminomatous germ cell tumour of the cns
483	, hypotonic-hyporesponsive episode
484	, iodine overload
485	, stent-graft endoleak
486	, mycoplasma test
487	, sinusitis fungal
488	, macular hole
489	, performance enhancing product use
490	, oculocardiac reflex
491	, tryptase
492	, meconium ileus
493	, hyoid bone suspension
494	, purulence
495	, gray matter heterotopia
496	, thyroiditis
497	, cervix cerclage procedure
498	, paranasal cyst
499	, thymectomy
500	, glossodynia
501	, accessory breast
502	, tooth resorption
503	, impaired reasoning
504	, rotator cuff syndrome
505	, tenolysis
506	, bleeding peripartum
507	, internal hernia
508	, thymoma malignant
509	, metastases to diaphragm
510	, os trigonum syndrome
511	, symptom masked
512	, child neglect
513	, epileptic psychosis
514	, exposure via blood
515	, anti-insulin antibody
516	, homeless
517	, lesion of ulnar nerve
518	, laryngeal web
519	, camptodactyly congenital
520	, neonatal mucocutaneous herpes simplex
521	, colon dysplasia
522	, clang associations
523	, non-consummation
524	, thyroxin binding globulin
525	, dermatofibroma removal
526	, thought withdrawal
527	, cytology
528	, fear of animals
529	, ecg signs of myocardial ischaemia
530	, bronchioloalveolar carcinoma
531	, diabetic diet
532	, fumbling
533	, serology negative
534	, vascular graft haemorrhage
535	, somnambulism
536	, urinary straining
537	, induction of cervix ripening
538	, blood blister
539	, fungaemia
540	, cd30 expression
541	, blood 1
542	, ileitis
543	, carcinogenicity
544	, cystitis klebsiella
545	, white clot in blood present
546	, vaginal cuff dehiscence
547	, mass
548	, hypnopompic hallucination
549	, neurosyphilis
550	, sinus rhythm
551	, guillain-barre syndrome
552	, hypocalvaria
553	, aniseikonia
554	, tongue biting
555	, delirium febrile
556	, heat exhaustion
557	, heat exposure injury
558	, performance fear
559	, organising pneumonia
560	, anisomastia
561	, middle lobe syndrome
562	, sputum retention
563	, peptostreptococcus infection
564	, colonic atony
565	, palate injury
566	, poliomyelitis
567	, premature baby death
568	, joint ankylosis
569	, gasping syndrome
570	, facet joint block
571	, primary cardiac lymphoma
572	, vomiting
573	, paroxysmal arrhythmia
574	, prurigo
575	, abdominal wall disorder
576	, hypopnoea
577	, burnout syndrome
578	, facial dysmorphism
579	, pica
580	, lupus vasculitis
581	, cystosarcoma phyllodes
582	, temperature difference of extremities
583	, mycobacterium test
584	, product deposit
585	, fingerprint loss
586	, cystatin c
587	, burning mouth syndrome
588	, cartilage-hair hypoplasia
589	, follicular mucinosis
590	, cystogram
591	, erosive oesophagitis
592	, scab
593	, immune recovery uveitis
594	, prostration
595	, scar
596	, coloboma
597	, sports injury
598	, biopsy uterus
599	, opisthotonus
600	, orchidopexy
601	, calcium intoxication
602	, platelet dysfunction
603	, jejunostomy closure
604	, tendon transfer
605	, vestibular ataxia
606	, extracorporeal shock wave therapy
607	, feelings of worthlessness
608	, epididymectomy
609	, nodule on extremity
610	, stomach lesion excision
611	, pulmonary toxicity
612	, flank pain
613	, areflexia
614	, proctalgia fugax
615	, abdominal wall haemorrhage
616	, rhinalgia
617	, mixed salivary tumour
618	, coprolalia
619	, paraplegia
620	, magical thinking
621	, tooth impacted
622	, pylorospasm
623	, paradoxical embolism
624	, oculogyric crisis
625	, voluntary redundancy
626	, nonkeratinising carcinoma of nasopharynx
627	, gingival cyst
628	, plasmacytoma
629	, diverticulum
630	, spinal pain
631	, accessory cardiac pathway
632	, craniopharyngioma benign
633	, ataxia telangiectasia
634	, wrong schedule
635	, housebound
636	, vogt-koyanagi-harada syndrome
637	, cervix dystocia
638	, blood phosphorus
639	, phaeohyphomycotic brain abscess
640	, cytotoxic oedema
641	, genital herpes
642	, cataract congenital
643	, culture stool
644	, unwanted pregnancy
645	, product leakage
646	, bedridden
647	, palpable purpura
648	, venom poisoning
649	, high risk pregnancy
650	, binge eating
651	, thyroid gland injury
652	, tenodesis
653	, delayed dark adaptation
654	, corneal touch
655	, non-compaction cardiomyopathy
656	, mucoepidermoid carcinoma
657	, naevus flammeus
658	, atrial flutter
659	, brachial plexus injury
660	, constricted affect
661	, ocular pemphigoid
662	, schistosoma test positive
663	, phlebectomy
664	, victim of sexual abuse
665	, thermometry abnormal
666	, foraminotomy
667	, hyphaema
668	, bone callus excessive
669	, ovarian fibroma
670	, high-pitched crying
671	, angiopathy
672	, post stroke depression
673	, sluggishness
674	, nasal adhesions
675	, upper-airway cough syndrome
676	, labour pain
677	, asymmetric gluteal fold
678	, diastema
679	, coma scale
680	, self esteem decreased
681	, condom
682	, dental alveolar anomaly
683	, meniscus injury
684	, limbal stem cell deficiency
685	, lip pain
686	, psychogenic seizure
687	, vulvovaginal pruritus
688	, uveitis
689	, epiglottic erythema
690	, gallbladder volvulus
691	, braf v600e mutation positive
692	, head injury
693	, pseudoangina
694	, egocentrism
695	, cellulitis staphylococcal
696	, c-kit gene mutation
697	, fear of open spaces
698	, calculus prostatic
699	, necrolytic migratory erythema
700	, mucosal roughness
701	, fistulogram
702	, accessory liver lobe
703	, spastic paraplegia
704	, live birth
705	, bacterial toxaemia
706	, drug withdrawal convulsions
707	, chlamydia test
708	, whiplash injury
709	, asthma late onset
710	, high frequency ablation
711	, palindromic rheumatism
712	, sensory loss
713	, choledochectomy
714	, end stage aids
715	, feeling guilty
716	, myositis
717	, sleep phase rhythm disturbance
718	, gastric lavage
719	, vocal cord disorder
720	, antipyresis
721	, ergot poisoning
722	, nail pitting
723	, basal ganglia haematoma
724	, pseudopolyposis
725	, agitation
726	, catheter site hypersensitivity
727	, acardia
728	, lymphangioma
729	, sickle cell anaemia with crisis
730	, arachnodactyly
731	, excessive eye blinking
732	, gonadal dysgenesis
733	, cervicitis gonococcal
734	, pubic pain
735	, acetabulum fracture
736	, synovectomy
737	, eye symptom
738	, female sexual arousal disorder
739	, infertility
740	, food refusal
741	, anticonvulsant toxicity
742	, meningioma malignant
743	, histiocytosis haematophagic
744	, foetal haemoglobin
745	, school refusal
746	, injury of conjunctiva
747	, sense of a foreshortened future
748	, pelvic laparoscopy
749	, dysaesthesia pharynx
750	, cockroach allergy
751	, mitral valve hypoplasia
752	, adenolymphoma
753	, crying
754	, exposure to noise
755	, eyelid tumour
756	, postictal state
757	, lupus pleurisy
758	, cerebral arteritis
759	, fiducial marker placement
760	, trismus
761	, maxillonasal dysplasia
762	, pyelotomy
763	, acquired epiblepharon
764	, excessive skin
765	, tumour budding
766	, tooth infection
767	, biopsy tongue
768	, ballismus
769	, ovarian agenesis
770	, buttock injury
771	, jaundice cholestatic
772	, tonsillolith
773	, varicocele
774	, gender reassignment therapy
775	, polytraumatism
776	, remnant gastritis
777	, exertional headache
778	, post measles blindness
779	, albuminuria
780	, tilt table test
781	, dry mouth
782	, cardiac fibroma
783	, mixed deafness
784	, peripheral embolism
785	, eczema eyelids
786	, serotonin syndrome
787	, alpha 1 foetoprotein
788	, glucose-6-phosphate dehydrogenase deficiency
789	, glucose urine
790	, eyelash changes
791	, lung lobectomy
792	, brain hypoxia
793	, pancreatic injury
794	, buccal cavity papilloma
795	, fistulotomy
796	, venous valve ruptured
797	, postoperative abscess
798	, low turnover osteopathy
799	, early satiety
800	, lymphangioleiomyomatosis
801	, diabetes insipidus
802	, graft ischaemia
803	, foeticide
804	, no adverse effect
805	, jaw cyst
806	, bone trimming
807	, rubella
808	, rabies
809	, tongue haematoma
810	,  catatonic type
811	, eczema asteatotic
812	, malignant pituitary tumour
813	, night blindness
814	, lip repair
815	, pelvic cyst
816	, scratch
817	, laziness
818	, chlamydia serology
819	, vulval abscess
820	, flashback
821	,  mixed
822	, mycotic allergy
823	, egfr status assay
824	, joint adhesion
825	, multiple allergies
826	, withdrawal hypertension
827	, tuberculin test
828	, body mass index
829	, myelopathy
830	, sudden cardiac death
831	, obesity
832	, neck pain
833	, pneumobilia
834	, pogosta disease
835	, viral epiglottitis
836	, salvage therapy
837	, quadriparesis
838	, hiv lipodystrophy
839	, urethral meatotomy
840	, drug addict
841	, hepatic steato-fibrosis
842	, biopsy pancreas
843	, discoloured vomit
844	, sternal fracture
845	, eyelid cyst
846	, myasthenia gravis crisis
847	, toe walking
848	, parvovirus b19 serology positive
849	, varicella
850	, cognitive disorder
851	, hypotony of eye
852	,  iii refractory
853	, haematology test
854	, sexual abuse
855	, delirium tremens
856	, muscular weakness
857	, non-cirrhotic portal hypertension
858	, acceleromyography
859	, nutritional support
860	, neurolysis
861	, infrapatellar fat pad inflammation
862	, hyperdynamic left ventricle
863	, melanoplakia oral
864	, adenolipoma
865	, nasal polypectomy
866	, menopause delayed
867	, foramen magnum stenosis
868	, vitreous haze
869	, hydranencephaly
870	, haemophilus sepsis
871	, vulva cyst
872	, face lift
873	, ocular rosacea
874	, loss of control of legs
875	, stab wound
876	, post concussion syndrome
877	, grip strength
878	, chromoblastomycosis
879	, endoscopy
880	, mumps
881	, hand crushing
882	, wandering pacemaker
883	, ct hypotension complex
884	, seborrhoea
885	, biopsy lip
886	, apgar score
887	, vestibuloplasty
888	, cns germinoma
889	, micropenis
890	, iridotomy
891	, exercise test
892	, suicidal behaviour
893	, compulsions
894	, urogram
895	, vulvar erosion
896	, alcoholic liver disease
897	, prosopagnosia
898	, eye laser surgery
899	, therapy naive
900	, kidney transplant rupture
901	, dysmorphism
902	, faecaloma
903	, myxofibrosarcoma
904	, agoraphobia
905	, leukocyturia
906	, mixed liver injury
907	, tongue cyst
908	, cloacal exstrophy
909	, wisdom teeth removal
910	, tooth disorder
911	, mouth plaque
912	, cardiac murmur
913	, erythrasma
914	, impaired work ability
915	, bone groove deepening
916	, azotaemia
917	, oedematous kidney
918	, childhood depression
919	, lip pruritus
920	, lymphoblastosis
921	, cardiac valve vegetation
922	, alcohol problem
923	, chills
924	, purple glove syndrome
925	, renal lymphocele
926	, penile cancer
927	, carbon monoxide poisoning
928	, spermatic cord mass
929	, diffusion-weighted brain mri abnormal
930	, abscess soft tissue
931	, fear of eating
932	, epidemic pleurodynia
933	, prostitute
934	, trigger finger
935	, alopecia
936	, catheter site haematoma
937	, urinary bladder polyp
938	, burns second degree
939	, device colour issue
940	, adenoiditis
941	, hepatic cyst
942	, menopausal symptoms
943	, skin warm
944	, cold-stimulus headache
945	, metastases to lymph nodes
946	, oedema mouth
947	, craniorachischisis
948	, epiglottic mass
949	, holmes tremor
950	, virologic failure
951	, exposure to communicable disease
952	, metastases to abdominal wall
953	, acquired c1 inhibitor deficiency
954	, hand-foot-genital syndrome
955	, diffuse lamellar keratitis
956	, euphoric mood
957	, her-2 protein overexpression
958	, accidental use of placebo
959	, gastric xanthoma
960	, angina bullosa haemorrhagica
961	, fulguration
962	, argyria
963	, primary ciliary dyskinesia
964	, tilted disc syndrome
965	, cephalo-pelvic disproportion
966	, carditis
967	, slit-lamp tests abnormal
968	, cerebral reperfusion injury
969	, pterygium
970	, deaf mutism
971	, fibrodysplasia ossificans progressiva
972	, chemotherapy extravasation management
973	, dyscalculia
974	, amniorrhexis
975	, ammonia abnormal
976	, thyroid cyst
977	, endosalpingiosis
978	, cyclopia
979	, hla marker study
980	, jugular vein thrombosis
981	, non-24-hour sleep-wake disorder
982	, babesiosis
983	, cns ventriculitis
984	, aneurysm
985	, mirror syndrome
986	, supranuclear palsy
987	, device programming error
988	, granuloma skin
989	, guttate psoriasis
990	, pupillotonia
991	, measles
992	, leishmaniasis
993	, heat rash
994	, thumb sucking
995	, petechiae
996	, dysuria
997	, hyperactive pharyngeal reflex
998	, umbilical discharge
999	, vocal cord cyst
1000	, karnofsky scale
1001	, silent thyroiditis
1002	, skin bleeding
1003	, hippocampal sclerosis
1004	, ureteric calculus removal
1005	, jaundice acholuric
1006	, familial amyloidosis
1007	, oral herpes
1008	, drug dispensed to wrong patient
1009	, meningitis
1010	, delayed delivery
1011	, vulval neoplasm
1012	, nasal dryness
1013	, biliary hamartoma
1014	, fungal rash
1015	, foreign body trauma
1016	, urine oxalate
1017	, jejunitis
1018	, ephelides
1019	, tattoo
1020	, amimia
1021	, gastric polyps
1022	, external auditory canal atresia
1023	, lipidosis
1024	, soft tissue atrophy
1025	, polyp
1026	, nervous system cyst
1027	, bone oedema
1028	, lupus myocarditis
1029	, unequal leg length acquired
1030	, diphtheria
1031	, selective mutism
1032	, suicidal ideation
1033	, hemihypertrophy
1034	, product impurity
1035	, ileocolic bypass
1036	, viral sepsis
1037	, teratogenicity
1038	, convulsion prophylaxis
1039	, haematology test abnormal
1040	, myiasis
1041	, device migration
1042	, hair-thread tourniquet syndrome
1043	, shunt blood flow excessive
1044	, rhinosporidiosis
1045	, desmoid tumour
1046	, vomiting psychogenic
1047	, burn oral cavity
1048	, csf shunt removal
1049	, tocolysis
1050	, biopsy lung
1051	, familial hemiplegic migraine
1052	, stress symptoms
1053	, nictitating spasm
1054	, swollen tongue
1055	, cataract diabetic
1056	, head and neck cancer
1057	, abnormal faeces
1058	, ultrasound kidney
1059	, metatarsus primus varus
1060	, gastric haemangioma
1061	, clamping of blood vessel
1062	, brain mass
1063	, eye laser scar
1064	, stiff leg syndrome
1065	, osteomyelitis fungal
1066	, vulval leukoplakia
1067	, delivery
1068	, seasonal allergy
1069	, crowned dens syndrome
1070	, stoma obstruction
1071	, pulmonary valve repair
1072	, vein pain
1073	, allergy prophylaxis
1074	, coccidioides encephalitis
1075	, excessive exercise
1076	, oligoastrocytoma
1077	, bloody discharge
1078	, spinal empyema
1079	, metastases to kidney
1080	, venous angioma of brain
1081	, thromboendarterectomy
1082	, illusion
1083	, mastoid disorder
1084	, pharyngeal pouch
1085	, adjustment disorder with anxiety
1086	, lumbosacral plexopathy
1087	, night sweats
1088	, discogram
1089	, loss of proprioception
1090	, keratosis obturans
1091	, vith nerve paresis
1092	, jaundice hepatocellular
1093	, ischaemia
1094	, excessive ocular convergence
1095	, disseminated cryptococcosis
1096	, ex-drug abuser
1097	, ethmoid sinus surgery
1098	, gait deviation
1099	, acne cystic
1100	, sacralisation
1101	, hypoplastic nasal cartilage
1102	, meningitis mumps
1103	, drug effect incomplete
1104	, postictal headache
1105	, peri-implantitis
1106	, gram stain negative
1107	, cleft lip repair
1108	, skin plaque
1109	, reproductive toxicity
1110	, tinea blanca
1111	, nodule
1112	, skinfold measurement
1113	, retinal naevus
1114	, chest injury
1115	, corrosive oropharyngeal injury
1116	, spinal cord injury cauda equina
1117	, cystic fibrosis
1118	, vitrectomy
1119	, cinchonism
1120	, illiteracy
1121	, tandem gait test
1122	, perinephric oedema
1123	, bile output
1124	, oligomenorrhoea
1125	, lupus encephalitis
1126	, koebner phenomenon
1127	, blepharophimosis
1128	, metastases to oesophagus
1129	, extradural haematoma
1130	, paraproteinaemia
1131	, nodular melanoma
1132	, drain removal
1133	, yersinia bacteraemia
1134	, kidney small
1135	, foetal macrosomia
1136	, sinus headache
1137	, miller fisher syndrome
1138	, economic problem
1139	, multi-vitamin deficiency
1140	, iniencephaly
1141	, bladder dysplasia
1142	, desmoplastic melanoma
1143	, oophorectomy
1144	, immunosuppressant drug therapy
1145	, infusion
1146	, brown tumour
1147	, kwashiorkor
1148	, bowel movement irregularity
1149	, divorced
1150	, mini-tracheostomy
1151	, skin cancer
1152	, exposure to toxic agent
1153	, skin candida
1154	, vertigo cns origin
1155	, apgar score low
1156	, prescription form tampering
1157	, glassy eyes
1158	, vulval cancer
1159	, pectus excavatum
1160	, abscess
1161	, cerebellar mutism
1162	, vulvar melanosis
1163	, urine chloride
1164	, grip strength decreased
1165	, thyroglossal cyst
1166	, neck crushing
1167	, purging
1168	, enteropathy-associated t-cell lymphoma
1169	, dysthymic disorder
1170	, pain management
1171	, prealbumin
1172	, pinguecula
1173	, chromosomal mutation
1174	, muscular dystrophy
1175	, drug dose omission by device
1176	, acupuncture
1177	, urachal abscess
1178	, myringotomy
1179	, dropped head syndrome
1180	, megakaryocytes
1181	, keloid scar
1182	, eczema nummular
1183	, giardiasis
1184	, alexia
1185	, artificial anus
1186	, spondylolisthesis
1187	, agonal death struggle
1188	, stroke in evolution
1189	, lichen nitidus
1190	, mental status changes
1191	, escherichia vaginitis
1192	, haemolytic anaemia enzyme specific
1193	, blood elastase
1194	, turbinectomy
1195	, persistent postural-perceptual dizziness
1196	, spermatocele
1197	, bone neoplasm
1198	, microscopy
1199	, severe fever with thrombocytopenia syndrome
1200	, lack of spontaneous speech
1201	, generalised erythema
1202	, cell marker
1203	, ectopic calcitonin production
1204	, oculoauriculovertebral dysplasia
1205	, coccidioidomycosis
1206	, mucosa vesicle
1207	, nipple enlargement
1208	, neoplasm of thymus
1209	, colitis erosive
1210	, calcium deficiency
1211	, eye burns
1212	, faecal occult blood
1213	, antifungal treatment
1214	, acute haemorrhagic oedema of infancy
1215	, recession of chamber angle of eye
1216	, venous insufficiency
1217	, wrong drug
1218	, rectal polyp
1219	, inadequate osteointegration
1220	, tooth erosion
1221	, muscle cramp
1222	, glomus jugulare tumour
1223	, staphyloma
1224	, prepuce redundant
1225	, antifungal prophylaxis
1226	, clostridium difficile sepsis
1227	, non-economic loss
1228	, thanatophoric dwarfism
1229	, cancer pain
1230	, lentigo
1231	, migraine without aura
1232	, pain exacerbated
1233	, nasal crusting
1234	, occupational asthma
1235	, subglottic laryngitis
1236	, gait spastic
1237	, hbv dna increased
1238	, polymorphic light eruption
