	sideefects
228	, peptic ulcer helicobacter
229	, pseudoporphyria
230	, crushing injury of trunk
231	, cholelithiasis obstructive
232	, fluid wave test
233	, early onset familial alzheimer^s disease
234	, scan
235	, diplopia
236	, oral torus
237	, blood urine
238	, vasopressive therapy
239	, effusion
240	, pseudophakodonesis
241	, sight disability
242	, tuberous sclerosis complex
243	, myokymia
244	, compulsive cheek biting
245	, mammogram
246	, epiphyses premature fusion
247	, hepatic mass
248	, shunt aneurysm
249	, syphilis
250	, miscarriage of partner
251	, hepatic congestion
252	, gastric emptying study
253	, bone fissure
254	, restlessness
255	, abscess limb
256	, hair injury
257	, marcus gunn syndrome
258	, medulloblastoma
259	, allergy to animal
260	, gne myopathy
261	, lymphogranuloma venereum
262	, adductor vocal cord weakness
263	, metastases to pituitary gland
264	, dilutional coagulopathy
265	, glossectomy
266	, uv light therapy
267	, iris coloboma
268	, urticaria
269	, alpha-1 anti-trypsin
270	, oncocytoma
271	, jejunal ulcer
272	, testicular microlithiasis
273	, spinal cord injury
274	, base excess negative
275	, impulsive behaviour
276	, duodenal polyp
277	, risus sardonicus
278	, jaw operation
279	, skin lesion removal
280	, total lung capacity
281	, sudden onset of sleep
282	, suspiciousness
283	, ectopic ureter
284	, fontanelle depressed
285	, macular detachment
286	, enanthema
287	, aqueous fibrin
288	, anal pap smear
289	, flat affect
290	, bleeding time
291	, pseudobulbar palsy
292	, stenotrophomonas infection
293	, onychogryphosis
294	, appendix adenoma
295	, adenopathy syphilitic
296	, aphonia
297	, swollen tear duct
298	, ovarian failure
299	, product caught fire
300	, cyanosis
301	, monarthritis
302	, human bite
303	, paradoxical pain
304	, nasal sinus cancer
305	, haemorrhoid operation
306	, breath holding
307	, poems syndrome
308	, auscultation
309	, epicondylitis
310	, gallbladder fistula
311	, sinus arrest
312	, symmetrical drug-related intertriginous and flexural exanthema
313	, phobia of flying
314	, acquired claw toe
315	, pleurothotonus
316	, laryngeal mask airway insertion
317	, diffuse axonal injury
318	, deafness permanent
319	, tooth development disorder
320	, genitals enlarged
321	, pseudofracture
322	, gallbladder non-functioning
323	, penile wart
324	, eosinophilia
325	, hair plucking
326	, reaction to food additive
327	, catatonia
328	, coccygectomy
329	, tachycardia induced cardiomyopathy
330	, syphilis test positive
331	, calculus urethral
332	, kidney duplex
333	, otitis externa
334	, palatal dysplasia
335	, csf hiv escape syndrome
336	, dysplastic naevus
337	, pneumocephalus
338	, off label use of device
339	, viraemia
340	, narcotic intoxication
341	, overconfidence
342	, emergency care
343	, pyloromyotomy
344	, cervical bulla
345	, epididymitis
346	, toxoplasmosis
347	, renal failure neonatal
348	, suggestibility
349	, brugada syndrome
350	, cyclitic membrane
351	, splenic candidiasis
352	, amblyopia strabismic
353	, sudden unexplained death in epilepsy
354	, local swelling
355	, asthma prophylaxis
356	, sputum test
357	, psychiatric symptom
358	, pachymeningitis
359	, vulvovaginal discomfort
360	, choroidal rupture
361	, weaning failure
362	, degeneration of uterine fibroid
363	, epiphysitis
364	, anal fissure excision
365	, device loosening
366	, serum ferritin
367	, donor leukocyte infusion
368	, colitis microscopic
369	, barbiturates
370	, gingival atrophy
371	, stress
372	, pneumoconiosis
373	, adult polyglucosan body disease
374	, biliary ischaemia
375	, face and mouth x-ray
376	, platelet count
377	, pallidotomy
378	, oesophagoscopy
379	, epilepsy
380	, tissue injury
381	, bone graft removal
382	, alpha 1 microglobulin
383	, hypoglycaemia unawareness
384	, cholecystocholangitis
385	, yawning
386	, blood homocysteine
387	, ear piercing
388	, reticulocyte haemoglobin equivalent
389	, mycosis fungoides
390	, thymus abscess
391	, campylobacter sepsis
392	, glossoptosis
393	, locked-in syndrome
394	, insomnia
395	, eye rolling
396	, vascular encephalopathy
397	, psychotic symptom
398	, primary biliary cholangitis
399	, paraphilia
400	, fear of pregnancy
401	, urine phosphorus abnormal
402	, depressive symptom
403	, right aortic arch
404	, bankruptcy
405	, death neonatal
406	, gas poisoning
407	, neurogenic shock
408	, physical disability
409	, colonic lavage
410	, terminal dribbling
411	, violence-related symptom
412	, alveolar capillary dysplasia
413	, desquamation mouth
414	, meibomianitis
415	, bite
416	, arthritis helminthic
417	, difficulty in walking
418	, intranasal numbness
419	, qrs axis abnormal
420	, swollen joint count
421	, rosai-dorfman syndrome
422	, oculomucocutaneous syndrome
423	, anti factor v antibody
424	, ovarian cyst torsion
425	, blood smear test
426	, oesophageal stent removal
427	, food hoarding
428	, decompression sickness
429	, thymus disorder
430	, jamais vu
431	, oral discharge
432	, conjunctival haemorrhage
433	, x-ray dental
434	, dellen
435	, post-traumatic osteoporosis
436	, pyoderma gangrenosum
437	, tinea manuum
438	, dyslogia
439	, spinal cord abscess
440	, lordosis
441	, radiculitis
442	, knuckle pads
443	, plasma cell leukaemia
444	, bromhidrosis
445	, gingivitis ulcerative
446	, osteopenia
447	, candida retinitis
448	, laser brain ablation
449	, sensation of heaviness
450	, idiopathic partial epilepsy
451	, limb injury
452	, adulterated product
453	, hepatitis infectious mononucleosis
454	, device used for unapproved schedule
455	, product sterility lacking
456	, peripheral swelling
457	, artificial heart device user
458	, malacoplakia
459	, gastrostomy tube insertion
460	, refractory cancer
461	, immune-mediated necrotising myopathy
462	, thyroid tuberculosis
463	, stertor
464	, cataract subcapsular
465	, adjusted calcium
466	, chrysiasis
467	, scleral buckling surgery
468	, hepatic cancer
469	, iritic melanoma
470	, testotoxicosis
471	, illogical thinking
472	, exsanguination
473	, ovarian rupture
474	, product dropper issue
475	, vulval polyp
476	, fear of disease
477	, gout
478	, ovulation delayed
479	, surgery
480	, ketosis
481	, dysentery
482	, abasia
483	, subconjunctival injection procedure
484	, sweat gland tumour
485	, double ureter
486	, drug dependence
487	, alkalosis
488	, exostosis of jaw
489	, blighted ovum
490	, hyperaemia
491	, neurocryptococcosis
492	, pain in jaw
493	, osteitis
494	, broncholithiasis
495	, epididymitis tuberculous
496	, amygdalotomy
497	, desmoplastic small round cell tumour
498	, trigemino-cardiac reflex
499	, phobia of driving
500	, nasal odour
501	, hepatomegaly
502	, abnormal palmar/plantar creases
503	, migraine with aura
504	, gender identity disorder
505	, papillary cystadenoma lymphomatosum
506	, paedophilia
507	, hypertensive crisis
508	, eczema herpeticum
509	, blood test
510	, hyperamylasaemia
511	, hypertrophy
512	, vasomotor rhinitis
513	, drooping shoulder syndrome
514	, heart rate
515	, transaminases
516	, toothache
517	, gammopathy
518	, fibrous dysplasia of bone
519	, ear pain
520	, cerebral lobotomy
521	, gastroduodenitis
522	, prostatomegaly
523	, solar urticaria
524	, carcinoid tumour of the appendix
525	, hepcidin test
526	, exposure to lead
527	, musculoskeletal cancer
528	, vascular malformation peripheral
529	, nongerminomatous germ cell tumour of the cns
530	, hypotonic-hyporesponsive episode
531	, thrombotic stroke
532	, vascular occlusion
533	, iodine overload
534	, stent-graft endoleak
535	, mycoplasma test
536	, sinusitis fungal
537	, macular hole
538	, performance enhancing product use
539	, oculocardiac reflex
540	, tryptase
541	, meconium ileus
542	, therapy responder
543	, hyoid bone suspension
544	, purulence
545	, gray matter heterotopia
546	, thyroiditis
547	, cervix cerclage procedure
548	, paranasal cyst
549	, thymectomy
550	, glossodynia
551	, accessory breast
552	, tooth resorption
553	, impaired reasoning
554	, rotator cuff syndrome
555	, tenolysis
556	, bleeding peripartum
557	, internal hernia
558	, thymoma malignant
559	, swan ganz catheter placement
560	, metastases to diaphragm
561	, os trigonum syndrome
562	, symptom masked
563	, child neglect
564	, epileptic psychosis
565	, exposure via blood
566	, anti-insulin antibody
567	, homeless
568	, lesion of ulnar nerve
569	, choroiditis
570	, laryngeal web
571	, camptodactyly congenital
572	, neonatal mucocutaneous herpes simplex
573	, colon dysplasia
574	, clang associations
575	, non-consummation
576	, thyroxin binding globulin
577	, dermatofibroma removal
578	, thought withdrawal
579	, cytology
580	, fear of animals
581	, bone atrophy
582	, ecg signs of myocardial ischaemia
583	, bronchioloalveolar carcinoma
584	, diabetic diet
585	, fumbling
586	, serology negative
587	, vascular graft haemorrhage
588	, somnambulism
589	, urinary straining
590	, induction of cervix ripening
591	, blood blister
592	, fungaemia
593	, cd30 expression
594	, blood 1
595	, ileitis
596	, carcinogenicity
597	, cystitis klebsiella
598	, white clot in blood present
599	, vaginal cuff dehiscence
600	, mass
601	, hypnopompic hallucination
602	, neurosyphilis
603	, sinus rhythm
604	, guillain-barre syndrome
605	, oedema due to cardiac disease
606	, hypocalvaria
607	, aniseikonia
608	, tongue biting
609	, delirium febrile
610	, heat exhaustion
611	, heat exposure injury
612	, performance fear
613	, organising pneumonia
614	, anisomastia
615	, middle lobe syndrome
616	, sputum retention
617	, peptostreptococcus infection
618	, colonic atony
619	, palate injury
620	, poliomyelitis
621	, premature baby death
622	, joint ankylosis
623	, gasping syndrome
624	, facet joint block
625	, primary cardiac lymphoma
626	, vomiting
627	, paroxysmal arrhythmia
628	, prurigo
629	, abdominal wall disorder
630	, hypopnoea
631	, burnout syndrome
632	, facial dysmorphism
633	, urine cannabinoids increased
634	, pica
635	, lupus vasculitis
636	, cystosarcoma phyllodes
637	, temperature difference of extremities
638	, mycobacterium test
639	, product deposit
640	, normal newborn
641	, fingerprint loss
642	, cystatin c
643	, burning mouth syndrome
644	, cartilage-hair hypoplasia
645	, follicular mucinosis
646	, cystogram
647	, erosive oesophagitis
648	, scab
649	, immune recovery uveitis
650	, prostration
651	, scar
652	, coloboma
653	, sports injury
654	, biopsy uterus
655	, opisthotonus
656	, orchidopexy
657	, calcium intoxication
658	, platelet dysfunction
659	, jejunostomy closure
660	, tendon transfer
661	, vestibular ataxia
662	, extracorporeal shock wave therapy
663	, feelings of worthlessness
664	, epididymectomy
665	, nodule on extremity
666	, stomach lesion excision
667	, eye infection toxoplasmal
668	, pulmonary toxicity
669	, flank pain
670	, tympanic membrane scarring
671	, areflexia
672	, proctalgia fugax
673	, abdominal wall haemorrhage
674	, rhinalgia
675	, mixed salivary tumour
676	, parathyroid tumour
677	, coprolalia
678	, paraplegia
679	, magical thinking
680	, tooth impacted
681	, pylorospasm
682	, paradoxical embolism
683	, oculogyric crisis
684	, voluntary redundancy
685	, nonkeratinising carcinoma of nasopharynx
686	, gingival cyst
687	, plasmacytoma
688	, diverticulum
689	, spinal pain
690	, accessory cardiac pathway
691	, craniopharyngioma benign
692	, ataxia telangiectasia
693	, wrong schedule
694	, housebound
695	, vogt-koyanagi-harada syndrome
696	, cervix dystocia
697	, blood phosphorus
698	, phaeohyphomycotic brain abscess
699	, cytotoxic oedema
700	, genital herpes
701	, cataract congenital
702	, culture stool
703	, unwanted pregnancy
704	, product leakage
705	, bedridden
706	, palpable purpura
707	, venom poisoning
708	, high risk pregnancy
709	, binge eating
710	, thyroid gland injury
711	, tenodesis
712	, delayed dark adaptation
713	, corneal touch
714	, non-compaction cardiomyopathy
715	, mucoepidermoid carcinoma
716	, naevus flammeus
717	, atrial flutter
718	, brachial plexus injury
719	, constricted affect
720	, ocular pemphigoid
721	, schistosoma test positive
722	, phlebectomy
723	, victim of sexual abuse
724	, hepatitis alcoholic
725	, thermometry abnormal
726	, foraminotomy
727	, hyphaema
728	, bone callus excessive
729	, ovarian fibroma
730	, high-pitched crying
731	, angiopathy
732	, post stroke depression
733	, sluggishness
734	, nasal adhesions
735	, upper-airway cough syndrome
736	, cholecystitis infective
737	, labour pain
738	, asymmetric gluteal fold
739	, diastema
740	, coma scale
741	, self esteem decreased
742	, condom
743	, dental alveolar anomaly
744	, meniscus injury
745	, limbal stem cell deficiency
746	, lip pain
747	, psychogenic seizure
748	, gastric cyst
749	, vulvovaginal pruritus
750	, uveitis
751	, epiglottic erythema
752	, gallbladder volvulus
753	, braf v600e mutation positive
754	, head injury
755	, pseudoangina
756	, egocentrism
757	, cellulitis staphylococcal
758	, c-kit gene mutation
759	, fear of open spaces
760	, calculus prostatic
761	, necrolytic migratory erythema
762	, mucosal roughness
763	, fistulogram
764	, accessory liver lobe
765	, spastic paraplegia
766	, live birth
767	, bacterial toxaemia
768	, drug withdrawal convulsions
769	, chlamydia test
770	, whiplash injury
771	, asthma late onset
772	, high frequency ablation
773	, palindromic rheumatism
774	, sensory loss
775	, choledochectomy
776	, end stage aids
777	, feeling guilty
778	, myositis
779	, sleep phase rhythm disturbance
780	, porphyria screen
781	, gastric lavage
782	, vocal cord disorder
783	, antipyresis
784	, ergot poisoning
785	, nail pitting
786	, basal ganglia haematoma
787	, pseudopolyposis
788	, agitation
789	, catheter site hypersensitivity
790	, acardia
791	, lymphangioma
792	, sickle cell anaemia with crisis
793	, arachnodactyly
794	, excessive eye blinking
795	, gonadal dysgenesis
796	, cervicitis gonococcal
797	, pubic pain
798	, renal arteritis
799	, acetabulum fracture
800	, synovectomy
801	, eye symptom
802	, female sexual arousal disorder
803	, infertility
804	, animal scratch
805	, food refusal
806	, anticonvulsant toxicity
807	, meningioma malignant
808	, histiocytosis haematophagic
809	, foetal haemoglobin
810	, school refusal
811	, oral fibroma
812	, injury of conjunctiva
813	, sense of a foreshortened future
814	, pelvic laparoscopy
815	, dysaesthesia pharynx
816	, cockroach allergy
817	, mitral valve hypoplasia
818	, adenolymphoma
819	, crying
820	, exposure to noise
821	, stiff person syndrome
822	, eyelid tumour
823	, postictal state
824	, lupus pleurisy
825	, cerebral arteritis
826	, fiducial marker placement
827	, trismus
828	, maxillonasal dysplasia
829	, pyelotomy
830	, acquired epiblepharon
831	, excessive skin
832	, tumour budding
833	, tooth infection
834	, biopsy tongue
835	, ballismus
836	, ovarian agenesis
837	, buttock injury
838	, jaundice cholestatic
839	, fallopian tube cyst
840	, stoma site candida
841	, tonsillolith
842	, varicocele
843	, gender reassignment therapy
844	, polytraumatism
845	, remnant gastritis
846	, exertional headache
847	, post measles blindness
848	, myeloma recurrence
849	, arthropod-borne disease
850	, albuminuria
851	, tilt table test
852	, dry mouth
853	, cardiac fibroma
854	, mixed deafness
855	, peripheral embolism
856	, eczema eyelids
857	, serotonin syndrome
858	, alpha 1 foetoprotein
859	, glucose-6-phosphate dehydrogenase deficiency
860	, glucose urine
861	, eyelash changes
862	, lung lobectomy
863	, brain hypoxia
864	, pancreatic injury
865	, buccal cavity papilloma
866	, fistulotomy
867	, venous valve ruptured
868	, postoperative abscess
869	, low turnover osteopathy
870	, early satiety
871	, lymphangioleiomyomatosis
872	, diabetes insipidus
873	, graft ischaemia
874	, foeticide
875	, no adverse effect
876	, jaw cyst
877	, bone trimming
878	, rubella
879	, rabies
880	, tongue haematoma
881	,  catatonic type
882	, gestational oedema
883	, eczema asteatotic
884	, malignant pituitary tumour
885	, night blindness
886	, thrombosis
887	, lip repair
888	, pelvic cyst
889	, scratch
890	, laziness
891	, chlamydia serology
892	, vulval abscess
893	, flashback
894	,  mixed
895	, mycotic allergy
896	, egfr status assay
897	, joint adhesion
898	, multiple allergies
899	, withdrawal hypertension
900	, tuberculin test
901	, body mass index
902	, myelopathy
903	, sudden cardiac death
904	, nodal arrhythmia
905	, parkinsonian crisis
906	, obesity
907	, neck pain
908	, pneumobilia
909	, pogosta disease
910	, viral epiglottitis
911	, salvage therapy
912	, quadriparesis
913	, hiv lipodystrophy
914	, urethral meatotomy
915	, drug addict
916	, hepatic steato-fibrosis
917	, biopsy pancreas
918	, discoloured vomit
919	, bladder wall calcification
920	, haemoperfusion
921	, sternal fracture
922	, eyelid cyst
923	, myasthenia gravis crisis
924	, toe walking
925	, parvovirus b19 serology positive
926	, varicella
927	, cognitive disorder
928	, hypotony of eye
929	,  iii refractory
930	, haematology test
931	, sexual abuse
932	, delirium tremens
933	, muscular weakness
934	, benign rolandic epilepsy
935	, non-cirrhotic portal hypertension
936	, acceleromyography
937	, nutritional support
938	, neurolysis
939	, infrapatellar fat pad inflammation
940	, hyperdynamic left ventricle
941	, melanoplakia oral
942	, adenolipoma
943	, nasal polypectomy
944	, eyelids pruritus
945	, menopause delayed
946	, foramen magnum stenosis
947	, fungal cystitis
948	, vitreous haze
949	, hydranencephaly
950	, haemophilus sepsis
951	, vulva cyst
952	, face lift
953	, ocular rosacea
954	, loss of control of legs
955	, stab wound
956	, pharmaceutical product complaint
957	, post concussion syndrome
958	, grip strength
959	, chromoblastomycosis
960	, endoscopy
961	, device effect variable
962	, mumps
963	, hand crushing
964	, wandering pacemaker
965	, ct hypotension complex
966	, seborrhoea
967	, biopsy lip
968	, apgar score
969	, vestibuloplasty
970	, cns germinoma
971	, micropenis
972	, iridotomy
973	, exercise test
974	, suicidal behaviour
975	, product appearance confusion
976	, anotia
977	, compulsions
978	, urogram
979	, vulvar erosion
980	, alcoholic liver disease
981	, pylorus dilatation
982	, prosopagnosia
983	, eye laser surgery
984	, therapy naive
985	, kidney transplant rupture
986	, dysmorphism
987	, faecaloma
988	, myxofibrosarcoma
989	, agoraphobia
990	, leukocyturia
991	, mixed liver injury
992	, tongue cyst
993	, cloacal exstrophy
994	, wisdom teeth removal
995	, tooth disorder
996	, mouth plaque
997	, cardiac murmur
998	, erythrasma
999	, impaired work ability
1000	, bone groove deepening
1001	, urinary tract injury
1002	, azotaemia
1003	, oedematous kidney
1004	, childhood depression
1005	, lip pruritus
1006	, lymphoblastosis
1007	, cardiac valve vegetation
1008	, alcohol problem
1009	, chills
1010	, purple glove syndrome
1011	, renal lymphocele
1012	, penile cancer
1013	, carbon monoxide poisoning
1014	, spermatic cord mass
1015	, diffusion-weighted brain mri abnormal
1016	, abscess soft tissue
1017	, fear of eating
1018	, epidemic pleurodynia
1019	, prostitute
1020	, trigger finger
1021	, alopecia
1022	, tongue cancer recurrent
1023	, catheter site haematoma
1024	, urinary bladder polyp
1025	, burns second degree
1026	, device colour issue
1027	, adenoiditis
1028	, hepatic cyst
1029	, menopausal symptoms
1030	, skin warm
1031	, cold-stimulus headache
1032	, metastases to lymph nodes
1033	, oedema mouth
1034	, craniorachischisis
1035	, epiglottic mass
1036	, holmes tremor
1037	, virologic failure
1038	, exposure to communicable disease
1039	, metastases to abdominal wall
1040	, acquired c1 inhibitor deficiency
1041	, hand-foot-genital syndrome
1042	, diffuse lamellar keratitis
1043	, euphoric mood
1044	, her-2 protein overexpression
1045	, accidental use of placebo
1046	, gastric xanthoma
1047	, angina bullosa haemorrhagica
1048	, fulguration
1049	, argyria
1050	, primary ciliary dyskinesia
1051	, tilted disc syndrome
1052	, cephalo-pelvic disproportion
1053	, carditis
1054	, slit-lamp tests abnormal
1055	, cerebral reperfusion injury
1056	, pterygium
1057	, deaf mutism
1058	, fibrodysplasia ossificans progressiva
1059	, chemotherapy extravasation management
1060	, dyscalculia
1061	, amniorrhexis
1062	, ammonia abnormal
1063	, thyroid cyst
1064	, endosalpingiosis
1065	, cyclopia
1066	, hla marker study
1067	, blood fibrinogen
1068	, jugular vein thrombosis
1069	, catheter site swelling
1070	, non-24-hour sleep-wake disorder
1071	, babesiosis
1072	, cns ventriculitis
1073	, aneurysm
1074	, mirror syndrome
1075	, supranuclear palsy
1076	, device programming error
1077	, granuloma skin
1078	, guttate psoriasis
1079	, pupillotonia
1080	, measles
1081	, leishmaniasis
1082	, heat rash
1083	, thumb sucking
1084	, petechiae
1085	, dysuria
1086	, hyperactive pharyngeal reflex
1087	, umbilical discharge
1088	, vocal cord cyst
1089	, karnofsky scale
1090	, silent thyroiditis
1091	, skin bleeding
1092	, hippocampal sclerosis
1093	, ureteric calculus removal
1094	, jaundice acholuric
1095	, familial amyloidosis
1096	, oral herpes
1097	, drug dispensed to wrong patient
1098	, meningitis
1099	, delayed delivery
1100	, complement split products increased
1101	, vulval neoplasm
1102	, nasal dryness
1103	, biliary hamartoma
1104	, fungal rash
1105	, foreign body trauma
1106	, urine oxalate
1107	, jejunitis
1108	, ephelides
1109	, tattoo
1110	, amimia
1111	, gastric polyps
1112	, external auditory canal atresia
1113	, lipidosis
1114	, soft tissue atrophy
1115	, angiolipoma
1116	, polyp
1117	, nervous system cyst
1118	, bone oedema
1119	, lupus myocarditis
1120	, unequal leg length acquired
1121	, diphtheria
1122	, selective mutism
1123	, suicidal ideation
1124	, hemihypertrophy
1125	, product impurity
1126	, ileocolic bypass
1127	, viral sepsis
1128	, teratogenicity
1129	, convulsion prophylaxis
1130	, haematology test abnormal
1131	, myiasis
1132	, vaginal contraceptive device expelled
1133	, device migration
1134	, hair-thread tourniquet syndrome
1135	, shunt blood flow excessive
1136	, rhinosporidiosis
1137	, desmoid tumour
1138	, vomiting psychogenic
1139	, burn oral cavity
1140	, csf shunt removal
1141	, tocolysis
1142	, biopsy lung
1143	, tracheoscopy
1144	, familial hemiplegic migraine
1145	, stress symptoms
1146	, nictitating spasm
1147	, swollen tongue
1148	, cataract diabetic
1149	, head and neck cancer
1150	, abnormal faeces
1151	, ultrasound kidney
1152	, stomach granuloma
1153	, metatarsus primus varus
1154	, gastric haemangioma
1155	, clamping of blood vessel
1156	, brain mass
1157	, oesophageal pain
1158	, eye laser scar
1159	, stiff leg syndrome
1160	, risk of future pregnancy miscarriage
1161	, osteomyelitis fungal
1162	, vulval leukoplakia
1163	, delivery
1164	, seasonal allergy
1165	, crowned dens syndrome
1166	, stoma obstruction
1167	, pulmonary valve repair
1168	, vein pain
1169	, allergy prophylaxis
1170	, coccidioides encephalitis
1171	, excessive exercise
1172	, oligoastrocytoma
1173	, bloody discharge
1174	, spinal empyema
1175	, metastases to kidney
1176	, walking disability
1177	, venous angioma of brain
1178	, thromboendarterectomy
1179	, illusion
1180	, mastoid disorder
1181	, pharyngeal pouch
1182	, adjustment disorder with anxiety
1183	, lumbosacral plexopathy
1184	, anisochromia
1185	, night sweats
1186	, discogram
1187	, loss of proprioception
1188	, keratosis obturans
1189	, vith nerve paresis
1190	, jaundice hepatocellular
1191	, ischaemia
1192	, excessive ocular convergence
1193	, disseminated cryptococcosis
1194	, ex-drug abuser
1195	, ethmoid sinus surgery
1196	, gait deviation
1197	, acne cystic
1198	, sacralisation
1199	, hypoplastic nasal cartilage
1200	, meningitis mumps
1201	, drug effect incomplete
1202	, postictal headache
1203	, peri-implantitis
1204	, gram stain negative
1205	, cleft lip repair
1206	, skin plaque
1207	, reproductive toxicity
1208	, tinea blanca
1209	, nodule
1210	, skinfold measurement
1211	, retinal naevus
1212	, chest injury
1213	, x-linked lymphoproliferative syndrome
1214	, corrosive oropharyngeal injury
1215	, spinal cord injury cauda equina
1216	, cystic fibrosis
1217	, vitrectomy
1218	, cinchonism
1219	, illiteracy
1220	, tandem gait test
1221	, perinephric oedema
1222	, bile output
1223	, oligomenorrhoea
1224	, lupus encephalitis
1225	, koebner phenomenon
1226	, blepharophimosis
1227	, metastases to oesophagus
1228	, extradural haematoma
1229	, paraproteinaemia
1230	, nodular melanoma
