	sideefects
221	, nasopharyngitis
222	, bowenoid papulosis
223	, kidney rupture
224	, multi-organ failure
225	, exposure via partner
226	, scrub typhus
227	, eczema infected
228	, bulbar poliomyelitis
229	, pregnancy
230	, retro-orbital neoplasm
231	, tremor neonatal
232	, crushing injury of hip
233	, cervix carcinoma
234	, canavan disease
235	, vascular pseudoaneurysm ruptured
236	, empyema
237	, foetal movements decreased
238	, metastases to bone marrow
239	, halo vision
240	, post-traumatic headache
241	, maternal therapy to enhance foetal lung maturity
242	, nodular rash
243	, vaginal polyp
244	, erythema
245	, acquired foramen magnum stenosis
246	, podagra
247	, ventouse extraction
248	, biliary fistula
249	, living alone
250	, biopsy epididymis abnormal
251	, mononucleosis syndrome
252	, strongyloidiasis
253	, double cortex syndrome
254	, anhedonia
255	, kidney hypermobility
256	, hyposideraemia
257	, cardiac massage
258	, choking sensation
259	, vasodilatation
260	, tobacco poisoning
261	, anogenital dysplasia
262	, accident at home
263	, keratoplasty
264	, tumour pain
265	, penile repair
266	, fascioliasis
267	, acquired growth hormone resistance
268	, urethral stricture postoperative
269	, cows milk free diet
270	, disorder of sex development
271	, vascular endothelial growth factor overexpression
272	, urethrotomy
273	, eyelid boil
274	, unevaluable therapy
275	, urinary incontinence
276	, perfume sensitivity
277	, abscess of salivary gland
278	, ejaculation delayed
279	, otorhinolaryngological surgery
280	, caregiver
281	, overgrowth fungal
282	, protrusion tongue
283	, buccal polyp
284	, subileus
285	, tendon injury
286	, xxx syndrome
287	, reversal of ileojejunal bypass
288	, blood lactic acid
289	, peptic ulcer helicobacter
290	, pseudoporphyria
291	, crushing injury of trunk
292	, multiple hereditary exostosis
293	, cholelithiasis obstructive
294	, fluid wave test
295	, early onset familial alzheimer^s disease
296	, neutrophil function disorder
297	, scan
298	, diplopia
299	, mallet finger
300	, oral torus
301	, blood urine
302	, dysplastic naevus syndrome
303	, vasopressive therapy
304	, effusion
305	, pseudophakodonesis
306	, sight disability
307	, tuberous sclerosis complex
308	, myokymia
309	, compulsive cheek biting
310	, mammogram
311	, epiphyses premature fusion
312	, hepatic mass
313	, shunt aneurysm
314	, syphilis
315	, abscess sweat gland
316	, miscarriage of partner
317	, hepatic congestion
318	, gastric emptying study
319	, bone fissure
320	, oligodendroglioma
321	, restlessness
322	, abscess limb
323	, hair injury
324	, marcus gunn syndrome
325	, medulloblastoma
326	, allergy to animal
327	, gne myopathy
328	, lymphogranuloma venereum
329	, adductor vocal cord weakness
330	, metastases to pituitary gland
331	, dilutional coagulopathy
332	, glossectomy
333	, uv light therapy
334	, iris coloboma
335	, urticaria
336	, alpha-1 anti-trypsin
337	, oncocytoma
338	, jejunal ulcer
339	, testicular microlithiasis
340	, spinal cord injury
341	, base excess negative
342	, impulsive behaviour
343	, duodenal polyp
344	, risus sardonicus
345	, jaw operation
346	, skin lesion removal
347	, stoma site odour
348	, total lung capacity
349	, sudden onset of sleep
350	, suspiciousness
351	, ectopic ureter
352	, subdural hygroma
353	, fontanelle depressed
354	, macular detachment
355	, enanthema
356	, aqueous fibrin
357	, anal pap smear
358	, serology positive
359	, flat affect
360	, bleeding time
361	, pseudobulbar palsy
362	, stenotrophomonas infection
363	, onychogryphosis
364	, legionella serology positive
365	, appendix adenoma
366	, bacterial vulvovaginitis
367	, adenopathy syphilitic
368	, aphonia
369	, swollen tear duct
370	, ovarian failure
371	, product caught fire
372	, follicle centre lymphoma diffuse small cell lymphoma
373	, cyanosis
374	, monarthritis
375	, human bite
376	, penile blister
377	, paradoxical pain
378	, vulvovaginal disorder
379	, nasal sinus cancer
380	, haemorrhoid operation
381	, breath holding
382	, poems syndrome
383	, auscultation
384	, epicondylitis
385	, gallbladder fistula
386	, sinus arrest
387	, symmetrical drug-related intertriginous and flexural exanthema
388	, phobia of flying
389	, acquired claw toe
390	, pleurothotonus
391	, compartment syndrome
392	, laryngeal mask airway insertion
393	, diffuse axonal injury
394	, deafness permanent
395	, tooth development disorder
396	, genitals enlarged
397	, pseudofracture
398	, multiple cardiac defects
399	, gallbladder non-functioning
400	, penile wart
401	, eosinophilia
402	, glaucoma surgery
403	, hair plucking
404	, rash pustular
405	, reaction to food additive
406	, catatonia
407	, coccygectomy
408	, tachycardia induced cardiomyopathy
409	, syphilis test positive
410	, calculus urethral
411	, kidney duplex
412	, otitis externa
413	, palatal dysplasia
414	, csf hiv escape syndrome
415	, dysplastic naevus
416	, pneumocephalus
417	, potassium hydroxide preparation positive
418	, off label use of device
419	, viraemia
420	, narcotic intoxication
421	, overconfidence
422	, emergency care
423	, rheumatoid lung
424	, pyloromyotomy
425	, olfactory nerve agenesis
426	, cervical bulla
427	,  with postpartum onset
428	, epididymitis
429	, removal of foreign body from larynx
430	, toxoplasmosis
431	, renal failure neonatal
432	, suggestibility
433	, brugada syndrome
434	, cyclitic membrane
435	, splenic candidiasis
436	, amblyopia strabismic
437	, sudden unexplained death in epilepsy
438	, local swelling
439	, asthma prophylaxis
440	, nervous system surgery
441	, sputum test
442	, psychiatric symptom
443	, pachymeningitis
444	, vulvovaginal discomfort
445	, choroidal rupture
446	, mumps antibody test negative
447	, abortion
448	, electrolyte depletion
449	, weaning failure
450	, degeneration of uterine fibroid
451	, pneumothorax traumatic
452	, epiphysitis
453	, anal fissure excision
454	, device loosening
455	, serum ferritin
456	, sacral pain
457	, donor leukocyte infusion
458	, colitis microscopic
459	, barbiturates
460	, gingival atrophy
461	, stress
462	, pneumoconiosis
463	, adult polyglucosan body disease
464	, biliary ischaemia
465	, face and mouth x-ray
466	, gallbladder obstruction
467	, platelet count
468	, pallidotomy
469	, depressive delusion
470	, oesophagoscopy
471	, epilepsy
472	, tissue injury
473	, imperforate oesophagus
474	, bone graft removal
475	, alpha 1 microglobulin
476	, hypoglycaemia unawareness
477	, cholecystocholangitis
478	, yawning
479	, blood homocysteine
480	, ear piercing
481	, reticulocyte haemoglobin equivalent
482	, mycosis fungoides
483	, thymus abscess
484	, campylobacter sepsis
485	, glossoptosis
486	, upper limb deformity
487	, locked-in syndrome
488	, insomnia
489	, product use in unapproved indication
490	, eye rolling
491	, vascular encephalopathy
492	, psychotic symptom
493	, occupational exposure to extreme temperature
494	, prophylaxis
495	, primary biliary cholangitis
496	, paraphilia
497	, fear of pregnancy
498	, urine phosphorus abnormal
499	, gastritis viral
500	, depressive symptom
501	, right aortic arch
502	, investigation
503	, bankruptcy
504	, death neonatal
505	, gas poisoning
506	, neurogenic shock
507	, physical disability
508	, colonic lavage
509	, terminal dribbling
510	, violence-related symptom
511	, free androgen index decreased
512	, alveolar capillary dysplasia
513	, lymphadenitis viral
514	, premature menopause
515	, desquamation mouth
516	, meibomianitis
517	, bite
518	, arthritis helminthic
519	, difficulty in walking
520	, intranasal numbness
521	, qrs axis abnormal
522	, swollen joint count
523	, tongue oedema
524	, rosai-dorfman syndrome
525	, fluid replacement
526	, oculomucocutaneous syndrome
527	, anti factor v antibody
528	, ovarian cyst torsion
529	, acquired cystic kidney disease
530	, tongue pruritus
531	, focal segmental glomerulosclerosis
532	, blood smear test
533	, oesophageal stent removal
534	, food hoarding
535	, decompression sickness
536	, thymus disorder
537	, gingival recession
538	, jamais vu
539	, oral discharge
540	, conjunctival haemorrhage
541	, x-ray dental
542	, dellen
543	, post-traumatic osteoporosis
544	, uterus evacuation
545	, pyoderma gangrenosum
546	, tinea manuum
547	, dyslogia
548	, progressive cerebellar degeneration
549	, spinal cord abscess
550	, fluid balance assessment
551	, lordosis
552	, radiculitis
553	, choroidal infarction
554	, airway complication of anaesthesia
555	, knuckle pads
556	, borderline leprosy
557	, plasma cell leukaemia
558	, malignant catatonia
559	, bromhidrosis
560	, gingivitis ulcerative
561	, osteopenia
562	, intracranial germ cell tumour
563	, candida retinitis
564	, duodenal vascular ectasia
565	, laser brain ablation
566	, sensation of heaviness
567	, idiopathic partial epilepsy
568	, septum pellucidum agenesis
569	, intelligence increased
570	, limb injury
571	, adulterated product
572	, hepatitis infectious mononucleosis
573	, aplasia
574	, blindness transient
575	, device used for unapproved schedule
576	, product sterility lacking
577	, foetal valproate syndrome
578	, vascular access placement
579	, lateral medullary syndrome
580	, peripheral swelling
581	, artificial heart device user
582	, malacoplakia
583	, gastrostomy tube insertion
584	, refractory cancer
585	, immune-mediated necrotising myopathy
586	, thyroid tuberculosis
587	, stertor
588	, cataract subcapsular
589	, adjusted calcium
590	, chrysiasis
591	, scleral buckling surgery
592	, hepatic cancer
593	, iritic melanoma
594	, testotoxicosis
595	, illogical thinking
596	, exsanguination
597	, angiodysplasia
598	, ovarian rupture
599	, neutrophilia
600	, encephalomalacia
601	, haemorrhagic ovarian cyst
602	, product dropper issue
603	, vulval polyp
604	, fear of disease
605	, gout
606	, ovulation delayed
607	, surgery
608	, ketosis
609	, dysentery
610	, abasia
611	, subconjunctival injection procedure
612	, sweat gland tumour
613	, double ureter
614	, drug dependence
615	, alkalosis
616	, exostosis of jaw
617	, blighted ovum
618	, hyperaemia
619	, neurocryptococcosis
620	, pain in jaw
621	, osteitis
622	, broncholithiasis
623	, caecitis
624	, epididymitis tuberculous
625	, digital ulcer
626	, unintentional use for unapproved indication
627	, amygdalotomy
628	, desmoplastic small round cell tumour
629	, trigemino-cardiac reflex
630	, disease prodromal stage
631	, phobia of driving
632	, visual evoked potentials abnormal
633	, meningitis candida
634	, pericarditis adhesive
635	, nasal odour
636	, hepatomegaly
637	, abnormal palmar/plantar creases
638	, migraine with aura
639	, gender identity disorder
640	, papillary cystadenoma lymphomatosum
641	, paedophilia
642	, hypertensive crisis
643	, eczema herpeticum
644	, blood test
645	, hyperamylasaemia
646	, hypertrophy
647	, vasomotor rhinitis
648	, fluid retention
649	, drooping shoulder syndrome
650	, heart rate
651	, bone marrow failure
652	, transaminases
653	, toothache
654	, gammopathy
655	, fibrous dysplasia of bone
656	, ear pain
657	, cerebral lobotomy
658	, bladder cancer
659	, gastroduodenitis
660	, prostatomegaly
661	, solar urticaria
662	, carcinoid tumour of the appendix
663	, porphyrins urine increased
664	, hepcidin test
665	, exposure to lead
666	, cerebral sarcoidosis
667	, musculoskeletal cancer
668	, vascular malformation peripheral
669	, nongerminomatous germ cell tumour of the cns
670	, hypotonic-hyporesponsive episode
671	, thrombotic stroke
672	, cardiac death
673	, vascular occlusion
674	, iodine overload
675	, stent-graft endoleak
676	, mycoplasma test
677	, sinusitis fungal
678	, thymol turbidity test abnormal
679	, macular hole
680	, vascular dementia
681	, performance enhancing product use
682	, oculocardiac reflex
683	, tryptase
684	, meconium ileus
685	, skull malformation
686	, cerebellopontine angle tumour
687	, therapy responder
688	, retained deciduous tooth
689	, hyoid bone suspension
690	, purulence
691	, gray matter heterotopia
692	, neuromuscular pain
693	, thyroiditis
694	, oesophageal food impaction
695	, cervix cerclage procedure
696	, paranasal cyst
697	, thymectomy
698	, glossodynia
699	, accessory breast
700	, tooth resorption
701	, impaired reasoning
702	, rotator cuff syndrome
703	, tenolysis
704	, bleeding peripartum
705	, phyllodes tumour
706	, internal hernia
707	, thymoma malignant
708	, swan ganz catheter placement
709	, metastases to diaphragm
710	, os trigonum syndrome
711	, symptom masked
712	, ureterolithotomy
713	, child neglect
714	, epileptic psychosis
715	, hypoperfusion
716	, formication
717	, exposure via blood
718	, colon operation
719	, anti-insulin antibody
720	, homeless
721	, lesion of ulnar nerve
722	, choroiditis
723	, laryngeal web
724	, retroperitoneal oedema
725	, camptodactyly congenital
726	, neonatal mucocutaneous herpes simplex
727	, meningitis chemical
728	, colon dysplasia
729	, clang associations
730	, cutaneous tuberculosis
731	, non-consummation
732	, thyroxin binding globulin
733	, dermatofibroma removal
734	, thought withdrawal
735	, cytology
736	, fear of animals
737	, glycosylated haemoglobin
738	, urine analysis
739	, bone atrophy
740	, toxicity to various agents
741	, ecg signs of myocardial ischaemia
742	, bronchioloalveolar carcinoma
743	, diabetic diet
744	, fumbling
745	, serology negative
746	, vascular graft haemorrhage
747	, somnambulism
748	, urinary straining
749	, induction of cervix ripening
750	, blood blister
751	, fungaemia
752	, cystatin c abnormal
753	, cd30 expression
754	, blood 1
755	, focal nodular hyperplasia
756	, ileitis
757	, carcinogenicity
758	, cystitis klebsiella
759	, rheumatoid vasculitis
760	, white clot in blood present
761	, vaginal cuff dehiscence
762	, vaginal removal of intrauterine foreign body
763	, mass
764	, crush injury
765	, hypnopompic hallucination
766	, neurosyphilis
767	, sinus rhythm
768	, guillain-barre syndrome
769	, oedema due to cardiac disease
770	, cervicitis
771	, hypocalvaria
772	, aniseikonia
773	, tongue biting
774	, glucose urine present
775	, delirium febrile
776	, respiratory papilloma
777	, heat exhaustion
778	, heat exposure injury
779	, performance fear
780	, organising pneumonia
781	, anisomastia
782	, middle lobe syndrome
783	, sputum retention
784	, peptostreptococcus infection
785	, urachal abnormality
786	, electroconvulsive therapy
787	, colonic atony
788	, palate injury
789	, poliomyelitis
790	, premature baby death
791	, joint ankylosis
792	, gasping syndrome
793	, occupational exposure to toxic agent
794	, facet joint block
795	, primary cardiac lymphoma
796	, vomiting
797	, paroxysmal arrhythmia
798	, prurigo
799	, abdominal wall disorder
800	, hypopnoea
801	, burnout syndrome
802	, facial dysmorphism
803	, convulsive threshold lowered
804	, device power source issue
805	, fat atrophy
806	, oesophagitis
807	, urine cannabinoids increased
808	, pica
809	, lupus vasculitis
810	, costovertebral angle tenderness
811	, cystosarcoma phyllodes
812	, medical procedure
813	, peritonsillitis
814	, temperature difference of extremities
815	, mycobacterium test
816	, product deposit
817	, normal newborn
818	, fingerprint loss
819	, cystatin c
820	, burning mouth syndrome
821	, haemodialysis
822	, thyroid cancer
823	, blue toe syndrome
824	, cartilage-hair hypoplasia
825	, product packaging quantity issue
826	, follicular mucinosis
827	, cystogram
828	, erosive oesophagitis
829	, dyspnoea at rest
830	, scab
831	, immune recovery uveitis
832	, alcoholic hangover
833	, prostration
834	, scar
835	, coloboma
836	, sports injury
837	, mixed venous blood saturation decreased
838	, biopsy uterus
839	, opisthotonus
840	, orchidopexy
841	, calcium intoxication
842	, platelet dysfunction
843	, jejunostomy closure
844	, tendon transfer
845	, dermatofibrosarcoma
846	, vestibular ataxia
847	, extracorporeal shock wave therapy
848	, feelings of worthlessness
849	, necrobiosis
850	, epididymectomy
851	, nodule on extremity
852	, lagophthalmos
853	, stomach lesion excision
854	, eye infection toxoplasmal
855	, pulmonary toxicity
856	, neutrophil pelger-huet anomaly present
857	, flank pain
858	, cardiac stress test
859	, tympanic membrane scarring
860	, areflexia
861	, proctalgia fugax
862	, abdominal wall haemorrhage
863	, rhinalgia
864	, mixed salivary tumour
865	, hysterectomy
866	, parathyroid tumour
867	, coprolalia
868	, prostatic mass
869	, paraplegia
870	, ganglioneuroma
871	, magical thinking
872	, tooth impacted
873	, pylorospasm
874	, paradoxical embolism
875	, papillary renal cell carcinoma
876	, oculogyric crisis
877	, voluntary redundancy
878	, nonkeratinising carcinoma of nasopharynx
879	, gingival cyst
880	, plasmacytoma
881	, diverticulum
882	, spinal pain
883	, accessory cardiac pathway
884	, craniopharyngioma benign
885	, ataxia telangiectasia
886	, retinopathy proliferative
887	, post transplant lymphoproliferative disorder
888	, wrong schedule
889	, housebound
890	, vogt-koyanagi-harada syndrome
891	, cervix dystocia
892	, transfer factor reduced
893	, onychomadesis
894	, blood phosphorus
895	, phaeohyphomycotic brain abscess
896	, pyelonephritis
897	, cytotoxic oedema
898	, genital herpes
899	, cataract congenital
900	, culture stool
901	, unwanted pregnancy
902	, product leakage
903	, bedridden
904	, leukoerythroblastosis
905	, palpable purpura
906	, venom poisoning
907	, forearm fracture
908	, high risk pregnancy
909	, binge eating
910	, thyroid gland injury
911	, tenodesis
912	, delayed dark adaptation
913	, arthrodesis
914	, corneal touch
915	, non-compaction cardiomyopathy
916	, mucoepidermoid carcinoma
917	, naevus flammeus
918	, noninfective epididymitis
919	, chlamydial cervicitis
920	, atrial flutter
921	, brachial plexus injury
922	, constricted affect
923	, spinal meningioma benign
924	, ocular pemphigoid
925	, schistosoma test positive
926	, papilloedema
927	, phlebectomy
928	, victim of sexual abuse
929	, hepatitis alcoholic
930	, thermometry abnormal
931	, foraminotomy
932	, hyphaema
933	, bone callus excessive
934	, ovarian fibroma
935	, high-pitched crying
936	, angiopathy
937	, pierre robin syndrome
938	, post stroke depression
939	, red blood cell morphology
940	, sluggishness
941	, nasal adhesions
942	, upper-airway cough syndrome
943	, cholecystitis infective
944	, labour pain
945	, asymmetric gluteal fold
946	, diastema
947	, globulinuria
948	, coma scale
949	, self esteem decreased
950	, nail candida
951	, condom
952	, dental alveolar anomaly
953	, meniscus injury
954	, limbal stem cell deficiency
955	, laryngeal mass
956	, lip pain
957	, psychogenic seizure
958	, gastric cyst
959	, vulvovaginal pruritus
960	, abdominal fat apron
961	, uveitis
962	, epiglottic erythema
963	, gallbladder volvulus
964	, death of companion
965	, braf v600e mutation positive
966	, head injury
967	, pseudoangina
968	, valvuloplasty cardiac
969	, metastases to nasal sinuses
970	, egocentrism
971	, cellulitis staphylococcal
972	, c-kit gene mutation
973	, fear of open spaces
974	, calculus prostatic
975	, necrolytic migratory erythema
976	, mucosal roughness
977	, fistulogram
978	, accessory liver lobe
979	, spastic paraplegia
980	, live birth
981	, bacterial toxaemia
982	, drug withdrawal convulsions
983	, chlamydia test
984	, whiplash injury
985	, asthma late onset
986	, antithrombin iii
987	, high frequency ablation
988	, palindromic rheumatism
989	, breast conserving surgery
990	, tendon sheath lesion excision
991	, sensory loss
992	, choledochectomy
993	, end stage aids
994	, feeling guilty
995	, myositis
996	, sleep phase rhythm disturbance
997	, porphyria screen
998	, thinking abnormal
999	, gastric lavage
1000	, vocal cord disorder
1001	, antipyresis
1002	, epileptic aura
1003	, ergot poisoning
1004	, nail pitting
1005	, basal ganglia haematoma
1006	, pseudopolyposis
1007	, agitation
1008	, catheter site hypersensitivity
1009	, acardia
1010	, lymphangioma
1011	, laryngeal cyst
1012	, sickle cell anaemia with crisis
1013	, arachnodactyly
1014	, excessive eye blinking
1015	, gonadal dysgenesis
1016	, cervicitis gonococcal
1017	, genital abscess
1018	, pubic pain
1019	, renal arteritis
1020	, acetabulum fracture
1021	, synovectomy
1022	, eye symptom
1023	, female sexual arousal disorder
1024	, infertility
1025	, animal scratch
1026	, food refusal
1027	, anticonvulsant toxicity
1028	, meningioma malignant
1029	, histiocytosis haematophagic
1030	, foetal haemoglobin
1031	, arthritis climacteric
1032	, school refusal
1033	, oral fibroma
1034	, injury of conjunctiva
1035	, sense of a foreshortened future
1036	, pelvic laparoscopy
1037	, diabetes complicating pregnancy
1038	, dysaesthesia pharynx
1039	, cockroach allergy
1040	, mitral valve hypoplasia
1041	, tongue coated
1042	, adenolymphoma
1043	, crying
1044	, exposure to noise
1045	, stiff person syndrome
1046	, eyelid tumour
1047	, paranasal sinus injury
1048	, postictal state
1049	, lupus pleurisy
1050	, spleen tuberculosis
1051	, cerebral arteritis
1052	, gastric ulcer helicobacter
1053	, emetophobia
1054	, temperature perception test decreased
1055	, fiducial marker placement
1056	, trismus
1057	, maxillonasal dysplasia
1058	, pyelotomy
1059	, acquired epiblepharon
1060	, excessive skin
1061	, tumour budding
1062	, tooth infection
1063	, biopsy tongue
1064	, bone erosion
1065	, anal fissure haemorrhage
1066	, ballismus
1067	, ovarian agenesis
1068	, buttock injury
1069	, jaundice cholestatic
1070	, post lumbar puncture syndrome
1071	, psychogenic movement disorder
1072	, fallopian tube cyst
1073	, stoma site candida
1074	, tonsillolith
1075	, varicocele
1076	, gender reassignment therapy
1077	, polytraumatism
1078	, eye haemorrhage
1079	, platelet adhesiveness abnormal
1080	, intensive care
1081	, benign neoplasm of thyroid gland
1082	, painful os peroneum syndrome
1083	, remnant gastritis
1084	, exertional headache
1085	, post measles blindness
1086	, immunotactoid glomerulonephritis
1087	, myeloma recurrence
1088	, post-traumatic stress disorder
1089	, arthropod-borne disease
1090	, albuminuria
1091	, tilt table test
1092	, dry mouth
1093	, cardiac fibroma
1094	, mixed deafness
1095	, macrophage count
1096	, metastases to pleura
1097	, peripheral embolism
1098	, eczema eyelids
1099	, serotonin syndrome
1100	, alpha 1 foetoprotein
1101	, glucose-6-phosphate dehydrogenase deficiency
1102	, glucose urine
1103	, eyelash changes
1104	, lung lobectomy
1105	, brain hypoxia
1106	, pancreatic injury
1107	, buccal cavity papilloma
1108	, fistulotomy
1109	, venous valve ruptured
1110	, postoperative abscess
1111	, low turnover osteopathy
1112	, early satiety
1113	, intraoperative care
1114	, lymphangioleiomyomatosis
1115	, diabetes insipidus
1116	, graft ischaemia
1117	, foeticide
1118	, no adverse effect
1119	, jaw cyst
1120	, bone trimming
1121	, rubella
1122	, rabies
1123	, tongue haematoma
1124	,  catatonic type
1125	, coagulopathy
1126	, gestational oedema
1127	, eczema asteatotic
1128	, malignant pituitary tumour
1129	, night blindness
1130	, thrombosis
1131	, lip repair
1132	, postcricoid cancer
1133	, pelvic cyst
1134	, benign prostatic hyperplasia
1135	, scratch
1136	, laziness
1137	, chlamydia serology
1138	, vulval abscess
1139	, flashback
1140	,  mixed
1141	, mycotic allergy
1142	, egfr status assay
1143	, thyroxine abnormal
1144	, anal atresia
1145	, joint adhesion
1146	, hypopituitarism foetal
1147	, multiple allergies
1148	, withdrawal hypertension
1149	, tuberculin test
1150	, pseudocholelithiasis
1151	, body mass index
1152	, myelopathy
1153	, sudden cardiac death
1154	, dental examination
1155	, nodal arrhythmia
1156	, parkinsonian crisis
1157	, obesity
1158	, neck pain
1159	, pneumobilia
1160	, pogosta disease
1161	, viral epiglottitis
1162	, salvage therapy
1163	, quadriparesis
1164	, hiv lipodystrophy
1165	, wound debridement
1166	, urethral meatotomy
1167	, substance dependence
1168	, drug addict
1169	, hypercalcaemia of malignancy
1170	, testicular oedema
1171	, hepatic steato-fibrosis
1172	, pleural sarcoma
1173	, biopsy pancreas
1174	, discoloured vomit
1175	, hygroma colli
1176	, bladder wall calcification
1177	, craniopharyngioma
1178	, myelolipoma
1179	, haemoperfusion
1180	, sternal fracture
1181	, eyelid cyst
1182	, myasthenia gravis crisis
1183	, toe walking
1184	, renal embolism
1185	, parvovirus b19 serology positive
1186	, blood beta-d-glucan abnormal
1187	, varicella
1188	, cognitive disorder
1189	, hypotony of eye
1190	,  iii refractory
1191	, haematology test
1192	, sexual abuse
1193	, delirium tremens
1194	, muscular weakness
1195	, benign rolandic epilepsy
1196	, non-cirrhotic portal hypertension
1197	, acceleromyography
1198	, nutritional support
1199	, neurolysis
1200	, adrenal gland abscess
1201	, infrapatellar fat pad inflammation
1202	, hyperdynamic left ventricle
1203	, melanoplakia oral
1204	, adenolipoma
1205	, nasal polypectomy
